Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
63000,1.9628518,375.0,1.5201501,76.5813455581665,76.5813455581665,1.0
64000,1.9997381,999.0,1.5444078,193.3567042350769,193.3567042350769,1.0
65000,1.9940889,299.0,1.5372523,57.375550746917725,57.375550746917725,1.0
66000,1.9792111,799.5,1.5212777,163.6386393904686,163.6386393904686,1.0
67000,1.9910318,472.0,1.4889365,92.47491359710693,92.47491359710693,1.0
68000,1.977674,650.5,1.5578194,130.74516415596008,130.74516415596008,1.0
69000,1.9826674,999.0,1.5030358,199.3153953552246,199.3153953552246,1.0
70000,1.9714085,579.0,1.4649792,108.26033556461334,108.26033556461334,1.0
71000,1.9779211,None,1.5263984,None,None,1.0
72000,1.9666253,600.0,1.510644,120.33069435755412,120.33069435755412,1.0
73000,1.9393313,999.0,2.083514,204.06849193572998,204.06849193572998,1.0
74000,1.919982,549.3333333333334,2.093501,113.90249983469646,113.90249983469646,1.0
75000,1.950251,None,2.1123283,None,None,1.0
76000,1.944857,304.0,1.9400655,60.37989592552185,60.37989592552185,1.0
77000,1.9358591,847.5,2.004337,178.2383098602295,178.2383098602295,1.0
78000,1.9421517,None,2.0259948,None,None,1.0
79000,1.9687799,999.0,2.0408907,210.07047653198242,210.07047653198242,1.0
80000,1.9367766,999.0,2.0710177,215.2900948524475,215.2900948524475,1.0
81000,1.9355102,322.0,1.9783869,60.25784778594971,60.25784778594971,1.0
82000,1.9351448,999.0,1.9924202,211.49410438537598,211.49410438537598,1.0
83000,1.8851099,616.6666666666666,2.5856302,133.80726782480875,133.80726782480875,1.0
84000,1.8729867,492.0,2.7410874,112.62002658843994,112.62002658843994,1.0
85000,1.9022565,999.0,2.7124505,None,None,1.0
86000,1.9000082,537.0,2.7568924,186.98926893870035,186.98926893870035,1.0
87000,1.8823366,139.0,2.3952122,21.791852355003357,21.791852355003357,1.0
88000,1.9362867,None,2.161456,None,None,1.0
89000,1.9905707,999.0,2.058611,232.30662059783936,232.30662059783936,1.0
90000,1.8906176,753.3333333333334,2.2529235,37.72578313450018,37.72578313450018,1.0
91000,1.8930322,486.0,2.704509,103.78635311126709,103.78635311126709,1.0
92000,1.8997941,999.0,2.2368245,226.6195421218872,226.6195421218872,1.0
93000,1.9008787,752.5,2.5189817,164.0754039287567,164.0754039287567,1.0
94000,1.8857156,999.0,2.7647905,56.76845186948776,56.76845186948776,1.0
95000,1.8284073,None,3.2700536,None,None,1.0
96000,1.8338223,999.0,3.2969189,240.86098647117615,240.86098647117615,1.0
97000,1.8484237,679.0,3.235162,160.82457745075226,160.82457745075226,1.0
98000,1.8418324,None,3.2229545,None,None,1.0
99000,1.8293362,999.0,3.2186117,245.20527267456055,245.20527267456055,1.0
100000,1.854885,999.0,3.2002888,242.4846396446228,242.4846396446228,1.0
101000,1.8560412,None,3.110037,None,None,1.0
102000,1.8643434,999.0,3.10196,240.42276287078857,240.42276287078857,1.0
103000,1.8494496,999.0,3.3989115,241.30981588363647,241.30981588363647,1.0
104000,1.830807,None,4.097025,None,None,1.0
105000,1.829671,999.0,4.0834193,255.95023345947266,255.95023345947266,1.0
106000,1.827162,999.0,4.157373,252.61478328704834,252.61478328704834,1.0
107000,1.8040634,None,4.084688,None,None,1.0
108000,1.8156866,999.0,4.0029974,262.84611988067627,262.84611988067627,1.0
109000,1.797863,999.0,4.0308075,252.11916828155518,252.11916828155518,1.0
110000,1.8221786,None,4.025997,None,None,1.0
111000,1.8105091,999.0,3.9497745,256.4461393356323,256.4461393356323,1.0
112000,1.798009,595.75,3.8875256,149.3088762164116,149.3088762164116,1.0
113000,1.8072836,299.0,3.9566674,73.01180648803711,73.01180648803711,1.0
114000,1.7629663,None,4.9725237,None,None,1.0
115000,1.7633625,662.25,4.8373356,140.2588710784912,140.2588710784912,1.0
116000,1.7674937,132.0,4.745043,143.78005427122116,143.78005427122116,1.0
117000,1.7568018,495.0,4.8729553,124.07725238800049,124.07725238800049,1.0
118000,1.7829926,999.0,4.939744,262.927264213562,262.927264213562,1.0
119000,1.7708806,999.0,5.005473,262.2455472946167,262.2455472946167,1.0
120000,1.7672573,875.5,4.802554,231.73231077194214,231.73231077194214,1.0
121000,1.7827231,583.0,4.7156744,146.7710418701172,146.7710418701172,1.0
122000,1.7815742,999.0,4.835563,266.7027349472046,266.7027349472046,1.0
123000,1.7692564,524.0,4.718137,134.10427391529083,134.10427391529083,1.0
124000,1.7380649,999.0,5.393373,262.17289638519287,262.17289638519287,1.0
125000,1.69667,956.0,5.553739,None,None,1.0
126000,1.7165203,999.0,5.6565742,257.8997278213501,257.8997278213501,1.0
127000,1.7329731,999.0,5.750658,267.99607849121094,267.99607849121094,1.0
