Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Is Training
206000,1.5896336,999.0,8.5433445,0.8737135,0.10427917,281.55996227264404,281.55996227264404,4.065431088209152,0.15159192704595625,1.0
207000,1.5844356,999.0,8.9220495,0.843066,0.092841074,280.13500595092773,280.13500595092773,3.6886461824178696,0.14619174879044294,1.0
208000,1.5621005,594.0,8.98208,0.8414384,0.09758723,167.6079216003418,167.6079216003418,2.120463438332081,0.0952293744776398,1.0
209000,1.5620823,999.0,8.923298,0.8427905,0.09630887,284.1665687561035,284.1665687561035,3.9096195101737976,0.1274030120112002,1.0
210000,1.5649793,None,8.823551,0.8472258,0.09824613,None,None,None,None,1.0
211000,1.5921772,894.3333333333334,8.944984,0.8408101,0.09488184,251.9512357711792,251.9512357711792,3.317959244052569,0.13951999228447676,1.0
212000,1.5609081,None,8.655828,0.87875485,0.10823638,None,None,None,None,1.0
213000,1.560627,None,8.994125,0.83943,0.0943245,None,None,None,None,1.0
214000,1.5892129,999.0,8.890298,0.8368272,0.09082626,281.5247519810994,281.5247519810994,3.719101677338282,0.1597135643629978,1.0
215000,1.5624466,None,8.800411,0.85864365,0.098186985,None,None,None,None,1.0
216000,1.549246,None,9.038676,0.826286,0.08772318,None,None,None,None,1.0
217000,1.5274137,999.0,9.453007,0.7859537,0.07788619,282.75954659779865,282.75954659779865,3.773477792739868,0.12678354470214495,1.0
218000,1.5633293,None,9.292284,0.7975899,0.080002755,None,None,None,None,1.0
219000,1.5487579,None,9.371992,0.79468775,0.080913484,None,None,None,None,1.0
220000,1.5573502,999.0,9.211739,0.80446494,0.08405651,282.60298506418866,282.60298506418866,3.7587872495253882,0.13550266196640828,1.0
221000,1.5659839,None,9.186935,0.8001562,0.08426514,None,None,None,None,1.0
222000,1.5511239,None,9.258947,0.793196,0.08211783,None,None,None,None,1.0
223000,1.5848442,999.0,9.242421,0.80372953,0.08400869,282.4166723887126,282.4166723887126,3.7428461040059724,0.15639550514363995,1.0
224000,1.5612708,None,9.147629,0.80447775,0.082144566,None,None,None,None,1.0
225000,1.5821494,736.0,9.103618,0.8097428,0.08525565,203.28439569473267,203.28439569473267,2.7503628730773926,0.19106078008189797,1.0
226000,1.5755925,894.0,9.250861,0.82550335,0.08870146,250.41729056835175,250.41729056835175,3.3021893948316574,0.17575064256743644,1.0
227000,1.5388706,None,9.725647,0.7388925,0.06933059,None,None,None,None,1.0
228000,1.5820849,999.0,9.576666,0.7479259,0.0749944,283.918420791626,283.918420791626,3.1237115561962128,0.11838756152428687,1.0
229000,1.53362,959.0,9.599591,0.76157385,0.073317446,266.5386791229248,266.5386791229248,3.4145081639289856,0.19799149136815686,1.0
230000,1.5570732,None,9.803434,0.72795475,0.06477696,None,None,None,None,1.0
231000,1.5471171,999.0,9.670289,0.74898374,0.07662678,283.64656925201416,283.64656925201416,3.3277503028512,0.20465520792640746,1.0
232000,1.5454224,999.0,9.634139,0.7475107,0.07312749,283.8169403076172,283.8169403076172,3.755605824291706,0.22422607406042516,1.0
233000,1.5309824,None,9.751824,0.73729664,0.07099896,None,None,None,None,1.0
234000,1.5441581,999.0,9.61081,0.75001717,0.06824021,283.84339332580566,283.84339332580566,3.463289849460125,0.13820792944170535,1.0
235000,1.5422928,999.0,9.479107,0.7666322,0.07266329,282.5614972114563,282.5614972114563,3.1980825066566467,0.15152962028514594,1.0
236000,1.5362836,486.0,9.753061,0.7434875,0.07088092,134.33038234710693,134.33038234710693,1.8301541954278946,0.10734354052692652,1.0
237000,1.5389699,999.0,9.878187,0.71966505,0.06717345,281.3752431869507,281.3752431869507,3.522268444299698,0.21404230233747512,1.0
238000,1.529159,999.0,10.264284,0.6886997,0.05849494,282.2942123413086,282.2942123413086,3.38199345767498,0.14816049067303538,1.0
239000,1.5091388,999.0,10.190627,0.6869855,0.061345585,283.61287117004395,283.61287117004395,3.29905766248703,0.10048653976991773,1.0
240000,1.5347048,999.0,10.018483,0.70748556,0.06327892,284.2888984680176,284.2888984680176,3.2514797747135162,0.14601492509245872,1.0
241000,1.5170488,999.0,10.053502,0.69427603,0.059275396,284.44227504730225,284.44227504730225,3.1845705658197403,0.08843202283605933,1.0
242000,1.5344442,999.0,10.113801,0.690711,0.05958227,284.32791805267334,284.32791805267334,3.173376813530922,0.11090790294110775,1.0
243000,1.5378826,999.0,9.995007,0.706764,0.06488027,282.07938385009766,282.07938385009766,3.0348375737667084,0.1250011334195733,1.0
244000,1.5280842,999.0,10.014428,0.7120427,0.05945301,283.24545669555664,283.24545669555664,3.4810808300971985,0.1183930184924975,1.0
245000,1.5229092,999.0,10.140301,0.69778925,0.05646006,285.0888795852661,285.0888795852661,3.2849801927804947,0.10369813744910061,1.0
246000,1.5409046,999.0,9.8336315,0.7214061,0.0621071,283.9471597671509,283.9471597671509,3.39834014326334,0.1303728965576738,1.0
247000,1.5384073,999.0,10.131031,0.6983118,0.062564865,283.3409538269043,283.3409538269043,3.3213096112012863,0.15139333030674607,1.0
248000,1.4918808,999.0,10.581398,0.65132934,0.052879006,281.4664659500122,281.4664659500122,3.149306207895279,0.16536133678164333,1.0
249000,1.5347291,662.3333333333334,10.0332155,0.7067597,0.07349258,184.39016930262247,184.39016930262247,2.3433736115694046,0.10239290612904976,1.0
250000,1.5023757,None,10.533658,0.65912527,0.05538303,None,None,None,None,1.0
251000,1.5115031,None,10.655371,0.64390624,0.050631367,None,None,None,None,1.0
252000,1.5208269,999.0,10.45967,0.6576,0.05417603,283.36681429545087,283.36681429545087,3.3697367360194526,0.11436611159782235,1.0
253000,1.5113277,252.0,10.415324,0.6694609,0.05750516,67.2601375579834,67.2601375579834,0.9522629827260971,0.04707057774066925,1.0
254000,1.5289035,189.0,10.386376,0.6632252,0.059190586,45.571542739868164,45.571542739868164,0.9354267418384552,0.08215312007814646,1.0
255000,1.5341108,848.0,10.473919,0.6667339,0.056907874,239.63455963134766,239.63455963134766,2.9754620790481567,0.09992084830688934,1.0
256000,1.5003959,None,10.316738,0.6630812,0.05750475,None,None,None,None,1.0
257000,1.501992,863.0,10.805526,0.6290685,0.050687585,None,None,None,None,1.0
258000,1.5141739,999.0,10.641338,0.6511832,0.0547797,269.7919696172078,269.7919696172078,3.536070150633653,0.17820168216712773,1.0
259000,1.5033681,None,10.8216915,0.6157602,0.04354041,None,None,None,None,1.0
260000,1.5156537,None,10.868166,0.6196633,0.040524896,None,None,None,None,1.0
261000,1.5315094,999.0,10.654396,0.6301251,0.045970254,283.98738797505695,283.98738797505695,3.0793622781833014,0.13577191919709244,1.0
262000,1.5282818,None,10.697659,0.6317295,0.051228218,None,None,None,None,1.0
263000,1.5139493,807.5,10.628157,0.63446677,0.04832736,171.30460834503174,171.30460834503174,1.9204481095075607,0.15562592423520982,1.0
264000,1.5172896,999.0,10.65981,0.641309,0.043719362,284.9334306716919,284.9334306716919,3.1930620931088924,0.14260104263667017,1.0
265000,1.5234044,None,10.769577,0.6170369,0.04351782,None,None,None,None,1.0
266000,1.5376365,999.0,10.6357975,0.64022166,0.040829547,283.6285161972046,283.6285161972046,3.2607968896627426,0.1666247914545238,1.0
267000,1.5132571,999.0,10.663504,0.63381994,0.048593193,284.8368606567383,284.8368606567383,3.143571872264147,0.09335457708220929,1.0
268000,1.4947897,472.0,10.967721,0.5983851,0.048623875,129.79083633422852,129.79083633422852,1.6373891234397888,0.04615191265475005,1.0
269000,1.5184301,999.0,11.114028,0.5806608,0.03892823,284.03307247161865,284.03307247161865,2.939522035419941,0.07282791775651276,1.0
270000,1.4845097,999.0,11.199423,0.5752091,0.040203307,None,None,None,None,1.0
271000,1.5047795,999.0,10.975254,0.59400773,0.04442349,285.14195489883423,285.14195489883423,2.9609576165676117,0.08937159477500245,1.0
272000,1.5036283,524.0,10.873714,0.6099037,0.045554362,147.32098150253296,147.32098150253296,1.7148015387356281,0.08278650423744693,1.0
273000,1.5087218,749.0,11.128959,0.57834184,0.038567655,284.52210426330566,284.52210426330566,2.9941700249910355,0.11310123780276626,1.0
274000,1.5257127,999.0,10.953358,0.59960675,0.04155986,211.5431923866272,211.5431923866272,2.4003371074795723,0.11568046285538003,1.0
275000,1.4893435,429.0,11.112524,0.5901401,0.04413504,119.0582971572876,119.0582971572876,1.328342244029045,0.16795570740941912,1.0
276000,1.514697,854.0,10.715386,0.6062441,0.057597023,242.70121756196022,242.70121756196022,2.60800801217556,0.09051027632085606,1.0
277000,1.4891095,None,10.947447,0.6101243,0.04239433,None,None,None,None,1.0
278000,1.4848398,999.0,11.164856,0.5671476,0.036036782,283.96005725860596,283.96005725860596,3.2674586921930313,0.08313378202728927,1.0
279000,1.4819374,999.0,11.373942,0.5568489,0.036956783,283.94387006759644,283.94387006759644,3.0600372925400734,0.09460696397582069,1.0
280000,1.4680032,None,11.2974,0.5545792,0.036838055,None,None,None,None,1.0
281000,1.4959038,999.0,11.336508,0.56065786,0.037596878,285.21243476867676,285.21243476867676,3.275664374232292,0.08224382228218019,1.0
282000,1.4928067,999.0,11.185973,0.5722715,0.037833545,283.99043893814087,283.99043893814087,3.1940678656101227,0.09661324525950477,1.0
283000,1.5037811,None,11.296141,0.55850977,0.03645736,None,None,None,None,1.0
284000,1.5270022,999.0,11.257997,0.561391,0.03849406,284.81186962127686,284.81186962127686,2.9325924292206764,0.09559935657307506,1.0
285000,1.4996355,999.0,11.246029,0.5631076,0.033146538,286.01514291763306,286.01514291763306,3.019597828388214,0.10812641377560794,1.0
286000,1.4962807,None,11.162571,0.5694177,0.040245317,None,None,None,None,1.0
287000,1.492069,999.0,11.221404,0.5723989,0.038236175,285.87971782684326,285.87971782684326,3.200948014855385,0.117325289407745,1.0
288000,1.483199,999.0,11.535979,0.5404606,0.03129008,284.3887972831726,284.3887972831726,3.1958000883460045,0.10404442175058648,1.0
289000,1.5019305,None,11.482014,0.5492981,0.0309585,None,None,None,None,1.0
290000,1.5001681,999.0,11.315356,0.5520593,0.029108534,282.4839859008789,282.4839859008789,3.0678595528006554,0.23775642225518823,1.0
291000,1.498365,624.3333333333334,10.986218,0.59286803,0.052678686,176.16993912061056,176.16993912061056,2.085684210062027,0.07577639125520363,1.0
292000,1.4993477,None,11.54266,0.53033054,0.03166909,None,None,None,None,1.0
293000,1.499615,999.0,11.474898,0.5403835,0.02643098,283.7804346084595,283.7804346084595,3.031117260456085,0.1719782497966662,1.0
294000,1.4976782,999.0,11.48044,0.5492574,0.034223147,285.5456781387329,285.5456781387329,3.0129647850990295,0.08860451230430044,1.0
295000,1.4769112,None,11.523546,0.5354837,0.027944677,None,None,None,None,1.0
296000,1.4861349,999.0,11.530849,0.54455584,0.02818797,286.2112236022949,286.2112236022949,2.8052800595760345,0.07571104366797954,1.0
297000,1.5188935,999.0,11.313305,0.5636487,0.0316791,284.0617413520813,284.0617413520813,2.9982396215200424,0.09832883602939546,1.0
298000,1.4846114,None,11.469755,0.5400665,0.029689964,None,None,None,None,1.0
299000,1.5027639,999.0,11.620511,0.5326954,0.028946657,286.53539276123047,286.53539276123047,2.8888681903481483,0.07654021691996604,1.0
300000,1.5062488,703.3333333333334,11.394646,0.5519197,0.032872103,199.24819469451904,199.24819469451904,2.1504338309168816,0.05350230678838367,1.0
