Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Is Training
193000,1.6033593,999.0,7.6444345,0.97940373,0.12546454,280.37036991119385,280.37036991119385,3.8624274283647537,0.12981378799304366,1.0
194000,1.5985397,999.0,7.556899,0.9895008,0.13021532,278.861967086792,278.861967086792,4.211605340242386,0.156916665378958,1.0
195000,1.62275,435.0,7.4667773,0.9795771,0.13223463,118.59428024291992,118.59428024291992,1.7618484795093536,0.1283264155499637,1.0
196000,1.5792637,999.0,8.281447,0.9147634,0.114122495,279.72600746154785,279.72600746154785,3.8884262442588806,0.22649162192828953,1.0
197000,1.581926,999.0,8.298388,0.90957105,0.11187899,279.9577465057373,279.9577465057373,3.9949219673871994,0.15564384940080345,1.0
198000,1.5816956,999.0,8.204579,0.9122454,0.109899595,281.8813257217407,281.8813257217407,4.0625563859939575,0.1431194960605353,1.0
199000,1.5941917,999.0,8.3646145,0.9027037,0.11007245,279.9134998321533,279.9134998321533,3.98073410987854,0.19198606815189123,1.0
200000,1.5804969,999.0,8.271085,0.9143369,0.112936094,280.1242733001709,280.1242733001709,4.007599577307701,0.17926038592122495,1.0
201000,1.6034149,999.0,8.237742,0.909184,0.10976813,281.8771343231201,281.8771343231201,4.071883782744408,0.1445517789106816,1.0
202000,1.5630416,999.0,8.372074,0.90080655,0.108183324,281.9308490753174,281.9308490753174,3.834142729640007,0.12371927930507809,1.0
203000,1.5846044,999.0,8.281721,0.8966968,0.10834035,283.46512603759766,283.46512603759766,3.91977721452713,0.12764317076653242,1.0
204000,1.5835134,999.0,8.134365,0.9182229,0.1111942,279.4193868637085,279.4193868637085,3.976409927010536,0.20324874913785607,1.0
205000,1.5930159,999.0,8.294942,0.9104656,0.1096666,280.01103687286377,280.01103687286377,3.7538588792085648,0.1792297177016735,1.0
