Steps,Policy/Entropy,Environment/Episode Length,Policy/GAIL Value Estimate,Environment/Cumulative Reward,Policy/GAIL Reward,Is Training
185000,2.034474,25.642857142857142,3.373469,-1.2337797650924096,0.20526389799152428,1.0
186000,1.921184,38.926829268292686,4.1731296,-1.3565624100821358,2.916725352605118,1.0
187000,1.8947119,17.072727272727274,4.1478357,-2.742510571263053,0.17252642431042411,1.0
188000,1.9164319,18.21153846153846,4.065366,-2.4579447450546117,0.24599919081307375,1.0
189000,1.9115099,17.618181818181817,4.0911307,-2.220497928283833,0.21137532633211878,1.0
190000,1.915677,18.645833333333332,4.1151457,-2.9655704176425934,0.22883495435118675,1.0
191000,1.9077872,21.391304347826086,4.0146604,-1.5820981158150567,0.487866932188303,1.0
192000,1.9142817,17.943396226415093,4.07932,-2.576409730146516,0.24117307589863832,1.0
193000,1.9111416,18.607843137254903,4.0827174,-2.692852134798087,0.21481539440505645,1.0
194000,1.9144337,19.34,4.0562963,-2.373716794252396,0.23343430146574973,1.0
195000,1.965975,21.142857142857142,3.9562285,-2.3313692725367017,0.32354571603031623,1.0
196000,1.8418962,21.254545454545454,4.441937,-2.094688163613373,0.4930370118641152,1.0
197000,1.7815146,17.53125,4.299604,-2.342691025313209,0.15455660837538102,1.0
198000,1.8215398,29.08695652173913,4.350811,-2.104484220345815,0.23097411261664497,1.0
199000,1.8699179,18.25,4.3949256,-2.879249558998988,0.20992237300826952,1.0
200000,1.8286921,16.44,4.4004197,-2.23648069858551,0.22475535705685615,1.0
201000,1.7635742,28.0,4.1102033,-0.8881586960383824,0.1932848807745835,1.0
202000,1.8347322,41.08108108108108,4.2336535,-0.8619014057848189,0.33854301447152263,1.0
203000,1.8577873,18.54901960784314,4.4265366,-2.1712992623740552,0.24545177017987987,1.0
204000,1.9180725,18.575,4.1995916,-2.3846808482960955,0.32717976577455044,1.0
205000,1.9713807,51.78260869565217,4.392238,-0.8427261479876258,5.424164022440064,1.0
206000,1.8327205,14.984126984126984,4.461547,-2.5079146008642894,0.16360243279782552,1.0
207000,1.8108789,16.23076923076923,4.474676,-2.625304838396468,0.17675269324824494,1.0
208000,1.7635789,16.36842105263158,4.1104617,-2.8896274301740856,0.17548541145192253,1.0
209000,1.7919852,35.9375,4.4825544,-1.6408122728268306,0.15942121879197657,1.0
210000,1.8050042,14.825396825396826,4.721952,-3.0898069166947923,0.15420761787229115,1.0
211000,1.7676215,17.931818181818183,4.658162,-2.6251456485854257,0.1487660883098013,1.0
212000,1.8686352,29.153846153846153,4.578171,-1.8413790652626438,0.2938012665345971,1.0
213000,1.828855,15.327272727272728,4.6671963,-2.546138163123812,0.13849489324327027,1.0
214000,1.8376553,18.745454545454546,4.52726,-2.489439466485271,0.4463012195450978,1.0
215000,1.8642435,15.183673469387756,4.5979486,-2.7965135264396666,0.16872914910316467,1.0
216000,1.8560091,24.591836734693878,4.658137,-2.3821895544727645,0.7522435771606979,1.0
217000,1.7805998,17.823529411764707,4.8775806,-2.621803021606277,0.29714614693440644,1.0
218000,1.7511303,14.825396825396826,4.930591,-2.928422650647542,0.16903381333464668,1.0
219000,1.7730755,16.0,4.9071093,-2.860858332614104,0.16702971309423448,1.0
220000,1.8695438,14.681818181818182,4.697155,-2.4617539246877036,0.14261760827567843,1.0
221000,1.7899613,24.41304347826087,4.840895,-2.6436187591817646,0.42488784176465644,1.0
222000,1.7791708,20.596153846153847,4.8946567,-2.165957111578721,0.20002213412394318,1.0
223000,1.7523677,15.142857142857142,4.960574,-2.9992659832200697,0.14037583431889933,1.0
224000,1.7834208,15.827586206896552,4.852214,-3.0729273941557285,0.1527784884733669,1.0
225000,1.8005508,18.25,4.816153,-2.8156414960439387,0.3977804605920727,1.0
226000,1.79401,20.69811320754717,4.7686625,-2.6318185740047033,0.1690231728884909,1.0
227000,1.7356819,15.314814814814815,5.1911616,-2.722795037461109,0.17772515054379942,1.0
228000,1.7585348,19.333333333333332,5.1440783,-2.7647891470364163,0.1900900261113135,1.0
229000,1.7381595,14.984126984126984,5.1764665,-2.92113558034743,0.11395229158862945,1.0
230000,1.7197132,14.714285714285714,5.222274,-2.543766049668193,0.10441344196442515,1.0
231000,1.7291394,39.64,4.5220027,-3.025378608703613,0.32549641504883764,1.0
232000,1.8357155,20.67391304347826,5.007558,-2.8170070573687553,0.44888018442155875,1.0
233000,1.6956326,14.603174603174603,5.287212,-2.9421159502059693,0.09872490084833568,1.0
234000,1.7369784,14.553846153846154,5.1272197,-2.748284223446479,0.1378920670885306,1.0
235000,1.8206302,21.613636363636363,5.0131016,-2.8657467378811403,0.1599257072772492,1.0
236000,1.7985862,14.733333333333333,5.038518,-2.6134882902969485,0.11690457545868728,1.0
237000,1.7216412,21.344827586206897,5.253545,-2.6359914651042535,0.4583736130663423,1.0
238000,1.7245911,16.362068965517242,5.3857117,-2.8894954431673576,0.12561828038526762,1.0
239000,1.8752201,21.285714285714285,5.124584,-2.5819394439458847,0.9182437023975782,1.0
240000,1.7043332,18.83606557377049,5.4422092,-3.173509469628334,0.1310851905650149,1.0
241000,1.8431532,15.0,5.1277575,-3.0027425238064356,0.12716252708009312,1.0
242000,1.7143844,29.829787234042552,5.349789,-2.073797349696574,1.437746406456901,1.0
243000,1.7415117,16.06779661016949,5.418195,-2.311930005833254,0.12731157293764211,1.0
244000,1.6909243,14.5625,5.448514,-2.6449850909411907,0.13640448759542778,1.0
245000,1.7224526,15.193548387096774,5.3774347,-2.8346004961959776,0.09856405854225159,1.0
246000,1.6829568,13.661764705882353,5.418726,-2.821203265120001,0.1252739798168049,1.0
247000,1.7139608,17.30909090909091,5.507666,-2.804947381669825,0.14451610032807696,1.0
248000,1.7052187,15.983050847457626,5.6421633,-2.599393111669411,0.12214000939818137,1.0
249000,1.6623459,14.430769230769231,5.644017,-2.5833035642281175,0.10935402469476685,1.0
250000,1.659227,16.280701754385966,5.6539955,-2.688376509166997,0.11890421146205787,1.0
251000,1.6698881,14.393939393939394,5.5775805,-3.1871007974331196,0.1838557302378691,1.0
252000,1.6352714,13.455882352941176,5.6680365,-2.4983806895173113,0.10261871800690457,1.0
253000,1.6642125,15.833333333333334,5.585362,-2.957797914246718,0.14433752161761124,1.0
254000,1.6591672,14.66,5.4956937,-2.985141265626047,0.13299075302247906,1.0
255000,1.6450441,26.90909090909091,5.3745217,-1.3053439543360756,0.12020127917085552,1.0
256000,1.6708035,15.76271186440678,5.570203,-3.2239913721879323,0.22425555710991224,1.0
257000,1.7304059,18.509090909090908,5.6127634,-2.9893761897573667,0.18780156324758035,1.0
258000,1.6125537,12.73134328358209,5.958365,-2.3638308285033864,0.09883865571185334,1.0
259000,1.7589873,17.146341463414632,5.7645316,-2.52301923930645,0.10245484197955756,1.0
260000,1.8637356,35.94117647058823,5.4151387,-1.9395447942343624,4.154425883979649,1.0
261000,1.6639241,12.877551020408163,5.6394615,-2.755068910121918,0.11964407496154308,1.0
262000,1.6447518,13.818181818181818,5.068818,-2.7889679453589697,0.1073681019585241,1.0
263000,1.72559,12.625,5.135869,-3.2612256606419883,0.09095381464188297,1.0
264000,1.6453536,51.372549019607845,5.5941114,-2.4147053039073945,0.15119528714567423,1.0
265000,1.6494565,16.03921568627451,5.7697988,-3.086067529285655,0.1828940773711485,1.0
266000,1.5938164,24.044444444444444,5.8309736,-1.50358128812578,0.17556027131569055,1.0
267000,1.6495866,14.19277108433735,5.9386296,-3.120163851615154,0.10664500121140119,1.0
268000,1.8795434,28.15,5.850165,-2.6161029048455067,0.26105161561542606,1.0
269000,1.82167,32.705882352941174,5.6084113,-1.4182464353965991,0.8143928212539322,1.0
270000,1.600732,12.98611111111111,6.127325,-3.1578249865108066,0.08443420282047656,1.0
271000,1.6266398,14.78125,5.9080644,-2.4495334190035623,0.08915048287737937,1.0
272000,1.674956,14.0,5.570872,-2.5530284891525903,0.08971947804093361,1.0
273000,1.4931345,32.25,5.973117,-2.288353497641427,0.6135580760850904,1.0
274000,1.5573658,25.03846153846154,5.6386857,-2.0276131377770352,0.23818065523384854,1.0
275000,1.6944834,28.388059701492537,5.566794,89.43393087520528,0.18177006771800924,1.0
276000,1.6808136,16.03448275862069,5.514654,-2.396810566556865,0.19555028986310233,1.0
277000,1.6840739,16.344827586206897,5.559646,-2.2591413034704226,0.1527034135842455,1.0
278000,1.6821039,15.533333333333333,5.8556614,-2.9471262745559215,0.1296134200732922,1.0
279000,1.6955317,14.318181818181818,6.0296974,-2.8706414062868464,0.11335657401518388,1.0
280000,1.7275057,16.43859649122807,5.9479985,-2.6661500951700043,0.13608650444892414,1.0
281000,1.6520442,13.434782608695652,6.083651,-2.3257212042808533,0.10272204983925474,1.0
282000,1.7793063,15.923076923076923,5.8904343,-2.616459914124929,0.23436719723618948,1.0
283000,1.8698161,38.10344827586207,5.524253,-1.3883088624903135,0.5697814245044616,1.0
284000,1.713118,16.927272727272726,5.943167,-3.331205498959337,0.12850144457895243,1.0
285000,1.6643546,14.456521739130435,5.825045,-2.7796566695608993,0.11082901980014558,1.0
286000,1.6769496,24.254901960784313,5.7509694,-2.186670355796814,0.11380805008113384,1.0
287000,1.736819,17.392857142857142,5.7364197,-2.5501172145207724,0.11991497236131518,1.0
288000,1.6840881,14.21875,6.120329,-3.0535998687599646,0.10333367516145561,1.0
289000,1.7344583,16.959183673469386,6.1595664,-2.389760181903839,0.16613009460270406,1.0
290000,1.7304143,17.983050847457626,6.0364184,-2.5544982305888473,0.09422291089501546,1.0
291000,1.7475244,17.72222222222222,6.0894585,-2.783537423721066,0.13524489125443828,1.0
292000,1.7584049,14.235294117647058,6.0029736,-2.8167221998939147,0.10293452019015184,1.0
293000,1.8426896,42.642857142857146,5.7571282,0.08127332421449515,0.4712561909098335,1.0
294000,1.6961178,13.492753623188406,6.0663075,-2.6393011744533266,0.11114968636206218,1.0
295000,1.711621,13.59322033898305,6.0416746,-2.7365722080408514,0.10023356020703154,1.0
296000,1.728435,18.305084745762713,5.9259386,-2.418130099773407,0.13825016385891428,1.0
297000,1.7208488,18.2,5.9864826,-2.5783008155615432,0.09866510801341223,1.0
298000,1.7212245,21.20754716981132,6.012715,-1.4132660999894142,0.10746186741016572,1.0
299000,1.8803203,38.541666666666664,5.900882,-1.5773064738937788,0.1475564713390278,1.0
300000,1.6541544,12.657534246575343,6.2713842,-2.543490818918568,0.09329871703798838,1.0
