Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/GAIL Reward,Is Training
1000,2.1962526,34.107142857142854,-0.12278913,-0.10945598,0.045721088136945455,0.045721088136945455,0.0,1.0
2000,2.1966288,33.285714285714285,-0.17082913,-0.07048264,-0.39473807590979115,-0.39473807590979115,0.0,1.0
3000,2.1966314,27.352941176470587,-0.11341912,-0.048503235,-0.8411303537232535,-0.8411303537232535,0.0,1.0
4000,2.1966166,45.083333333333336,-0.14917824,-0.09995152,0.9488283473512401,0.9488283473512401,0.0,1.0
5000,2.1965816,37.07692307692308,-0.1557161,-0.02058079,0.0020865328036821806,0.0020865328036821806,0.0,1.0
6000,2.1964884,31.612903225806452,-0.13126698,-0.060526438,-0.46980515603096257,-0.46980515603096257,0.0,1.0
7000,2.1965325,40.791666666666664,-0.16775846,-0.058920123,0.41292547682921094,0.41292547682921094,0.0,1.0
8000,2.1964605,39.52,-0.1146319,-0.091917776,-0.36789416074752807,-0.36789416074752807,0.0,1.0
9000,2.1966188,31.5,-0.12503311,-0.015453833,-0.3005480964978536,-0.3005480964978536,0.0,1.0
10000,2.1965585,32.733333333333334,-0.109388255,-0.06277489,-0.28905046780904137,-0.28905046780904137,0.0,1.0
11000,2.1938205,37.916666666666664,-0.14575899,-0.1047596,0.45191264152526855,0.45191264152526855,1.0004342114925384,1.0
12000,2.1892269,54.75,-0.122763455,-0.19464894,1.5061183236539364,1.5061183236539364,2.1403303941478953,1.0
13000,2.1885004,57.166666666666664,-0.16404633,-0.18302983,2.364089240630468,2.364089240630468,2.013570912492772,1.0
14000,2.1897776,48.31578947368421,-0.15898934,-0.11628965,1.7285213313604657,1.7285213313604657,1.7910075544526702,1.0
15000,2.1881576,48.6,-0.14489953,-0.13381237,2.205237859173825,2.205237859173825,1.7784230411052704,1.0
16000,2.1888425,52.08695652173913,-0.16442062,-0.2006846,1.9600194796271946,1.9600194796271946,1.891454887535909,1.0
17000,2.1880476,35.65384615384615,-0.15433168,-0.15040794,0.38361891773011947,0.38361891773011947,1.2621108724011316,1.0
18000,2.1895995,50.9,-0.14812736,-0.14920901,1.5212223596043057,1.5212223596043057,2.2051569804445736,1.0
19000,2.1880224,42.0,-0.19301005,-0.1455938,1.0328557867070902,1.0328557867070902,1.4730346500873566,1.0
20000,2.1877265,50.3,-0.20182301,-0.21655779,1.2174278229475022,1.2174278229475022,1.7944293243810534,1.0
21000,2.1796987,45.869565217391305,-0.14820856,-0.06838703,1.0532313485940297,1.0532313485940297,1.381795278306873,1.0
22000,2.1660366,58.083333333333336,-0.050264597,0.014124657,2.9978171501840865,2.9978171501840865,0.7610362076832514,1.0
23000,2.16532,99.5,-0.05112897,0.024859868,6.807116687297821,6.807116687297821,1.710257754110816,1.0
24000,2.168282,78.2,0.0071692914,0.09486343,4.42743269963698,4.42743269963698,1.1077945401722735,1.0
25000,2.1674914,100.16666666666667,-0.064452276,0.043731328,6.163263001225212,6.163263001225212,1.4498745805837892,1.0
26000,2.1625655,63.06666666666667,-0.034327727,0.03783509,5.469547647982836,5.469547647982836,0.9924651844194159,1.0
27000,2.1690657,75.64285714285714,-0.058104485,-0.031318396,4.7328446209430695,4.7328446209430695,1.2240759343590721,1.0
28000,2.1660914,59.57142857142857,-0.07961825,0.02552881,3.970622548035213,3.970622548035213,0.9274368021371109,1.0
29000,2.1665084,63.333333333333336,-0.011715175,0.05091469,2.2741039246320724,2.2741039246320724,0.9898399331917366,1.0
30000,2.171724,106.27272727272727,-0.039477132,0.08587972,8.522674267942255,8.522674267942255,1.7809530787847259,1.0
31000,2.1542616,97.53846153846153,-0.0031516426,0.050290536,7.336832479997114,7.336832479997114,1.4572284628044476,1.0
32000,2.131342,100.16666666666667,0.31827986,0.13169722,9.842217070715767,9.842217070715767,1.000904334442956,1.0
33000,2.1290107,118.3,0.21193965,0.15540817,8.700885277986526,8.700885277986526,1.0690787710249423,1.0
34000,2.126343,83.625,0.056216307,0.021473961,7.733183993233575,7.733183993233575,1.0945184520549245,1.0
35000,2.126757,274.75,0.3363677,0.16295525,32.52530634403229,32.52530634403229,2.6378359086811543,1.0
36000,2.1304815,100.71428571428571,0.18875168,0.143104,9.012732463223594,9.012732463223594,1.1198272156928266,1.0
37000,2.1306763,156.75,0.1557716,0.1441216,16.8548800945282,16.8548800945282,1.7557717306273324,1.0
38000,2.1287093,150.28571428571428,0.16371289,0.09885889,13.974314212799072,13.974314212799072,1.4578243745490909,1.0
39000,2.1219172,146.42857142857142,0.31113857,0.12983176,9.638407921791076,9.638407921791076,1.032029415667057,1.0
40000,2.1194553,110.8,-0.021373214,0.095877364,12.039673402905464,12.039673402905464,1.2042792333910863,1.0
41000,2.1235027,145.0,0.20885055,0.16483486,13.204789447784425,13.204789447784425,1.345382061600685,1.0
42000,2.1060088,153.85714285714286,0.39311004,0.19532216,17.86693675816059,17.86693675816059,1.4196144063025713,1.0
43000,2.0744584,142.2,0.52704173,0.1756476,14.64192578792572,14.64192578792572,1.0685461938381196,1.0
44000,2.076056,146.4,0.54504085,0.16974509,17.062582051754,17.062582051754,0.9949695050716401,1.0
45000,2.0895152,213.5,0.44198316,0.19079386,25.723358194033306,25.723358194033306,1.567154137417674,1.0
46000,2.0848048,273.3333333333333,0.4724058,0.17930053,33.93016544977824,33.93016544977824,2.0755956918001175,1.0
47000,2.0860426,209.0,0.62507457,0.21216714,23.835465013980865,23.835465013980865,1.9195562079548836,1.0
48000,2.081872,232.66666666666666,0.45624465,0.16183116,29.191779375076294,29.191779375076294,1.8239922722180684,1.0
49000,2.0875685,75.5,0.5711264,0.22743538,5.929485082626343,5.929485082626343,0.7802015095949173,1.0
50000,2.0890555,328.42857142857144,0.5521973,0.20500615,44.97587677410671,44.97587677410671,2.667795093996184,1.0
51000,2.08347,178.5,0.54713905,0.1875619,27.362531423568726,27.362531423568726,1.4822216093540193,1.0
52000,2.0595534,297.25,0.72189164,0.2302522,30.21167536973953,30.21167536973953,2.2715831082314253,1.0
53000,2.0480778,None,0.9796133,0.2580785,None,None,None,1.0
54000,2.0294726,601.0,0.68319124,0.21903092,84.46215116977692,84.46215116977692,3.8243814297020435,1.0
55000,2.0250823,522.3333333333334,0.6426052,0.19423293,75.78033004204433,75.78033004204433,3.5384478053698936,1.0
56000,2.0222368,None,0.8715433,0.23456213,None,None,None,1.0
57000,2.046593,671.0,0.8858335,0.2480176,98.13508659601212,98.13508659601212,3.75716062883536,1.0
58000,2.0242367,447.5,0.86463594,0.24990371,63.98533618450165,63.98533618450165,2.5063642263412476,1.0
59000,2.0362015,323.25,0.79517895,0.2275852,43.56214624643326,43.56214624643326,2.0878571569919586,1.0
60000,2.0308423,619.0,0.90919524,0.2562832,88.67157983779907,88.67157983779907,3.6690740287303925,1.0
61000,2.028494,None,0.8766893,0.24103464,None,None,None,1.0
62000,2.002806,683.0,1.0005953,0.2588691,103.89568185806274,103.89568185806274,3.8893382102251053,1.0
63000,1.9756014,999.0,1.2689316,0.2839561,153.60859632492065,153.60859632492065,5.599625378847122,1.0
64000,1.9898714,694.3333333333334,1.3283063,0.27864555,107.79870394865672,107.79870394865672,3.7467789202928543,1.0
65000,1.9914958,402.0,1.3091145,0.2792803,64.78711756070454,64.78711756070454,1.8700843180219333,1.0
66000,1.9641526,341.3333333333333,1.2937735,0.28584576,35.88254702091217,35.88254702091217,1.0350409531383775,1.0
67000,1.9909928,474.6666666666667,1.2520679,0.28444418,80.2461907863617,80.2461907863617,2.0411438308656216,1.0
68000,1.9790713,240.5,1.3299555,0.28911704,37.590507447719574,37.590507447719574,0.985794048756361,1.0
69000,1.9872596,509.5,1.3083501,0.25942737,83.73348397016525,83.73348397016525,2.188986722379923,1.0
70000,2.006072,None,1.3974237,0.28872398,None,None,None,1.0
71000,1.9966925,469.0,1.2846208,0.28606516,77.8792234659195,77.8792234659195,1.8907321865359943,1.0
72000,1.9732646,433.6,1.2521129,0.26638043,140.26175093650818,140.26175093650818,3.4727918207645416,1.0
73000,1.9719816,None,1.6234716,0.28651917,25.93082308769226,25.93082308769226,0.5930319875478745,1.0
74000,1.9802899,516.6666666666666,1.7247334,0.27988157,87.95528097947438,87.95528097947438,1.8405311160798494,1.0
75000,1.9691786,479.0,1.6905261,0.28468364,82.56199550628662,82.56199550628662,1.3968650177121162,1.0
76000,1.9484051,999.0,1.7370518,0.2773974,177.66306495666504,177.66306495666504,2.6037813648581505,1.0
77000,1.9505746,385.5,1.7684263,0.28328913,67.75434160232544,67.75434160232544,1.2476694509387016,1.0
78000,1.9410169,742.5,1.6116084,0.28710544,126.20433735847473,126.20433735847473,2.5442884899675846,1.0
79000,1.9430122,529.0,1.6671085,0.2787871,94.87669897079468,94.87669897079468,1.592550082753102,1.0
80000,1.908295,296.0,1.649148,0.29122168,52.50534009933472,52.50534009933472,0.6874909922480583,1.0
81000,1.9582585,None,1.7073659,0.27828437,None,None,None,1.0
82000,1.9531792,636.6666666666666,1.5286403,0.27881807,113.65055561065674,113.65055561065674,1.930773176252842,1.0
83000,1.9288663,999.0,2.126708,0.2735073,190.5124626159668,190.5124626159668,2.270896153524518,1.0
84000,1.9186004,677.5,2.1715846,0.28017062,122.33311820030212,122.33311820030212,1.9753437153995037,1.0
85000,1.9337704,None,2.250202,0.27720797,None,None,None,1.0
86000,1.898192,None,2.1648536,0.27649575,None,None,None,1.0
87000,1.919676,950.0,2.1776958,0.27854115,181.78210123380026,181.78210123380026,1.9974151921148102,1.0
88000,1.9071983,745.0,2.2081616,0.27919957,137.08826732635498,137.08826732635498,1.5623748153448105,1.0
89000,1.9050947,999.0,2.1574259,0.28189898,199.43785762786865,199.43785762786865,1.76337905600667,1.0
90000,1.9002813,None,2.1440244,0.27672595,None,None,None,1.0
91000,1.889972,None,2.1401823,0.27931806,None,None,None,1.0
92000,1.908217,999.0,2.2215955,0.27417368,195.88883368174234,195.88883368174234,1.5606389939785004,1.0
93000,1.883454,999.0,2.4456594,0.26874632,193.3432035446167,193.3432035446167,1.8154839426279068,1.0
94000,1.8628963,639.0,2.8052795,0.25726953,120.0523841381073,120.0523841381073,1.4951155427843332,1.0
95000,1.839421,519.0,2.6848578,0.2536216,100.74115562438965,100.74115562438965,0.5515752783976495,1.0
96000,1.844473,None,2.8260274,0.26408926,None,None,None,1.0
97000,1.8488209,999.0,2.7906356,0.25224847,200.84796810150146,200.84796810150146,1.879541914910078,1.0
98000,1.8594556,999.0,2.7857285,0.25820416,214.71570301055908,214.71570301055908,1.0237357523292303,1.0
99000,1.8447964,999.0,2.8434825,0.26363719,204.87478613853455,204.87478613853455,1.4085495681501925,1.0
100000,1.8418187,584.6666666666666,2.7976916,0.2605536,122.2022983233134,122.2022983233134,0.9427167152365049,1.0
101000,1.8434186,None,2.7696528,0.252333,None,None,None,1.0
102000,1.8409628,685.0,2.7876222,0.26012215,143.5265760421753,143.5265760421753,0.6481077503412962,1.0
103000,1.8347961,699.0,2.8905587,0.26243466,112.70185220241547,112.70185220241547,0.8448764802888036,1.0
104000,1.8394978,612.5,3.3341792,0.24183038,124.80083227157593,124.80083227157593,1.01040271949023,1.0
105000,1.8101468,999.0,3.3719478,0.24248062,216.4834508895874,216.4834508895874,1.1025813783053309,1.0
106000,1.8056623,None,3.4139533,0.23714888,None,None,None,1.0
107000,1.8318454,689.0,3.2131848,0.2419627,148.67425537109375,148.67425537109375,0.5630313595756888,1.0
108000,1.8138044,999.0,3.3579307,0.24037161,225.12987613677979,225.12987613677979,0.9551443019881845,1.0
109000,1.8484243,921.3333333333334,3.2827473,0.23706582,193.70517444610596,193.70517444610596,0.9288827911950648,1.0
110000,1.7866082,None,3.3078406,0.24525215,227.78028774261475,227.78028774261475,1.1349627692252398,1.0
111000,1.8179384,None,3.409084,0.23566808,None,None,None,1.0
112000,1.82988,999.0,3.3086996,0.23950207,220.48529148101807,220.48529148101807,0.8687039138749242,1.0
113000,1.7909033,885.5,3.2094843,0.2149769,196.40827095508575,196.40827095508575,0.6865937789843883,1.0
114000,1.7965858,999.0,3.9409661,0.21408951,215.17007780075073,215.17007780075073,0.9898784272372723,1.0
